floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
3,Gravel base layer,Gravel,0,34,completed,available,74
3,Partition phase 1,Partition,0,55,completed,busy,74
3,Partition phase 2,Partition,0,51,completed,busy,74
4,Partition phase 1,Partition,585,55,in_progress,busy,56
3,Pipes in the floor,Plumbing,0,69,completed,available,74
3,Pipes in the wall,Plumbing,0,37,completed,available,74
3,Wall tiling,Tiling,290,27,pending,busy,74
3,Electric conduits in the floor,Electricity,0,51,completed,available,75
3,Electric conduits in the wall,Electricity,0,41,completed,available,75
3,Floor tiling,Tiling,0,62,completed,busy,75
3,Gravel base layer,Gravel,0,34,completed,available,75
3,Partition phase 1,Partition,0,55,completed,busy,75
3,Partition phase 2,Partition,0,51,completed,busy,75
1,Wall tiling,Tiling,263,27,in_progress,busy,57
3,Pipes in the floor,Plumbing,0,69,completed,available,75
3,Pipes in the wall,Plumbing,0,37,completed,available,75
3,Wall tiling,Tiling,290,27,pending,busy,75
3,Electric conduits in the floor,Electricity,0,51,completed,available,76
3,Electric conduits in the wall,Electricity,0,41,completed,available,76
3,Floor tiling,Tiling,0,62,completed,busy,76
3,Gravel base layer,Gravel,0,34,completed,available,76
3,Partition phase 1,Partition,0,55,completed,busy,76
3,Partition phase 2,Partition,0,51,completed,busy,76
3,Electric conduits in the wall,Electricity,180,41,in_progress,busy,57
3,Pipes in the floor,Plumbing,0,69,completed,available,76
3,Pipes in the wall,Plumbing,0,37,completed,available,76
3,Wall tiling,Tiling,290,27,pending,busy,76
3,Electric conduits in the floor,Electricity,0,51,completed,available,77
3,Electric conduits in the wall,Electricity,0,41,completed,available,77
3,Floor tiling,Tiling,0,62,completed,busy,77
3,Gravel base layer,Gravel,0,34,completed,available,77
3,Partition phase 1,Partition,0,55,completed,busy,77
3,Partition phase 2,Partition,0,51,completed,busy,77
4,Partition phase 1,Partition,530,55,in_progress,busy,57
3,Pipes in the floor,Plumbing,0,69,completed,available,77
3,Pipes in the wall,Plumbing,0,37,completed,available,77
3,Wall tiling,Tiling,290,27,pending,busy,77
3,Electric conduits in the floor,Electricity,0,51,completed,available,78
3,Electric conduits in the wall,Electricity,0,41,completed,available,78
3,Floor tiling,Tiling,0,62,completed,busy,78
3,Gravel base layer,Gravel,0,34,completed,available,78
3,Partition phase 1,Partition,0,55,completed,busy,78
3,Partition phase 2,Partition,0,51,completed,busy,78
1,Wall tiling,Tiling,236,27,in_progress,busy,58
3,Pipes in the floor,Plumbing,0,69,completed,available,78
3,Pipes in the wall,Plumbing,0,37,completed,available,78
3,Wall tiling,Tiling,290,27,pending,busy,78
3,Electric conduits in the floor,Electricity,0,51,completed,available,79
3,Electric conduits in the wall,Electricity,0,41,completed,available,79
3,Floor tiling,Tiling,0,62,completed,busy,79
3,Gravel base layer,Gravel,0,34,completed,available,79
3,Partition phase 1,Partition,0,55,completed,busy,79
3,Partition phase 2,Partition,0,51,completed,busy,79
3,Electric conduits in the wall,Electricity,139,41,in_progress,busy,58
3,Pipes in the floor,Plumbing,0,69,completed,available,79
3,Pipes in the wall,Plumbing,0,37,completed,available,79
3,Wall tiling,Tiling,290,27,pending,busy,79
3,Electric conduits in the floor,Electricity,0,51,completed,available,80
3,Electric conduits in the wall,Electricity,0,41,completed,available,80
3,Floor tiling,Tiling,0,62,completed,busy,80
3,Gravel base layer,Gravel,0,34,completed,available,80
3,Partition phase 1,Partition,0,55,completed,busy,80
3,Partition phase 2,Partition,0,51,completed,busy,80
4,Partition phase 1,Partition,475,55,in_progress,busy,58
3,Pipes in the floor,Plumbing,0,69,completed,available,80
3,Pipes in the wall,Plumbing,0,37,completed,available,80
3,Wall tiling,Tiling,290,27,pending,busy,80
3,Electric conduits in the floor,Electricity,0,51,completed,available,81
3,Electric conduits in the wall,Electricity,0,41,completed,available,81
3,Floor tiling,Tiling,0,62,completed,busy,81
3,Gravel base layer,Gravel,0,34,completed,available,81
3,Partition phase 1,Partition,0,55,completed,busy,81
3,Partition phase 2,Partition,0,51,completed,busy,81
3,Partition phase 3,Partition,0,32,completed,busy,81
3,Pipes in the floor,Plumbing,0,69,completed,available,81
3,Pipes in the wall,Plumbing,0,37,completed,available,81
3,Wall tiling,Tiling,290,27,pending,busy,81
3,Electric conduits in the floor,Electricity,0,51,completed,busy,82
3,Electric conduits in the wall,Electricity,0,41,completed,busy,82
3,Floor tiling,Tiling,0,62,completed,busy,82
3,Gravel base layer,Gravel,0,34,completed,available,82
3,Partition phase 1,Partition,0,55,completed,busy,82
3,Partition phase 2,Partition,0,51,completed,busy,82
3,Partition phase 3,Partition,0,32,completed,busy,82
3,Pipes in the floor,Plumbing,0,69,completed,available,82
3,Pipes in the wall,Plumbing,0,37,completed,available,82
3,Wall tiling,Tiling,290,27,pending,busy,82
3,Electric conduits in the floor,Electricity,0,51,completed,busy,83
3,Electric conduits in the wall,Electricity,0,41,completed,busy,83
3,Floor tiling,Tiling,0,62,completed,busy,83
3,Gravel base layer,Gravel,0,34,completed,available,83
3,Partition phase 1,Partition,0,55,completed,busy,83
3,Partition phase 2,Partition,0,51,completed,busy,83
3,Partition phase 3,Partition,0,32,completed,busy,83
3,Pipes in the floor,Plumbing,0,69,completed,available,83
3,Pipes in the wall,Plumbing,0,37,completed,available,83
3,Wall tiling,Tiling,290,27,pending,busy,83
3,Electric conduits in the floor,Electricity,0,51,completed,busy,84
3,Electric conduits in the wall,Electricity,0,41,completed,busy,84
3,Floor tiling,Tiling,0,62,completed,busy,84
3,Gravel base layer,Gravel,0,34,completed,available,84
3,Partition phase 1,Partition,0,55,completed,busy,84
3,Partition phase 2,Partition,0,51,completed,busy,84
3,Partition phase 3,Partition,0,32,completed,busy,84
3,Pipes in the floor,Plumbing,0,69,completed,available,84
3,Pipes in the wall,Plumbing,0,37,completed,available,84
3,Wall tiling,Tiling,290,27,pending,busy,84
3,Electric conduits in the floor,Electricity,0,51,completed,busy,85
3,Electric conduits in the wall,Electricity,0,41,completed,busy,85
3,Floor tiling,Tiling,0,62,completed,busy,85
3,Gravel base layer,Gravel,0,34,completed,available,85
3,Partition phase 1,Partition,0,55,completed,busy,85
3,Partition phase 2,Partition,0,51,completed,busy,85
3,Partition phase 3,Partition,0,32,completed,busy,85
3,Pipes in the floor,Plumbing,0,69,completed,available,85
3,Pipes in the wall,Plumbing,0,37,completed,available,85
3,Wall tiling,Tiling,290,27,pending,busy,85
3,Electric conduits in the floor,Electricity,0,51,completed,busy,86
3,Electric conduits in the wall,Electricity,0,41,completed,busy,86
3,Floor tiling,Tiling,0,62,completed,busy,86
3,Gravel base layer,Gravel,0,34,completed,available,86
3,Partition phase 1,Partition,0,55,completed,busy,86
3,Partition phase 2,Partition,0,51,completed,busy,86
3,Partition phase 3,Partition,0,32,completed,busy,86
3,Pipes in the floor,Plumbing,0,69,completed,available,86
3,Pipes in the wall,Plumbing,0,37,completed,available,86
3,Wall tiling,Tiling,290,27,pending,busy,86
3,Electric conduits in the floor,Electricity,0,51,completed,available,87
3,Electric conduits in the wall,Electricity,0,41,completed,available,87
3,Floor tiling,Tiling,0,62,completed,busy,87
3,Gravel base layer,Gravel,0,34,completed,available,87
3,Partition phase 1,Partition,0,55,completed,busy,87
3,Partition phase 2,Partition,0,51,completed,busy,87
3,Partition phase 3,Partition,0,32,completed,busy,87
3,Pipes in the floor,Plumbing,0,69,completed,available,87
3,Pipes in the wall,Plumbing,0,37,completed,available,87
3,Wall tiling,Tiling,290,27,pending,busy,87
3,Electric conduits in the floor,Electricity,0,51,completed,available,88
3,Electric conduits in the wall,Electricity,0,41,completed,available,88
3,Floor tiling,Tiling,0,62,completed,busy,88
3,Gravel base layer,Gravel,0,34,completed,available,88
3,Partition phase 1,Partition,0,55,completed,busy,88
3,Partition phase 2,Partition,0,51,completed,busy,88
3,Partition phase 3,Partition,0,32,completed,busy,88
3,Pipes in the floor,Plumbing,0,69,completed,available,88
3,Pipes in the wall,Plumbing,0,37,completed,available,88
3,Wall tiling,Tiling,290,27,pending,busy,88
3,Electric conduits in the floor,Electricity,0,51,completed,available,89
3,Electric conduits in the wall,Electricity,0,41,completed,available,89
3,Floor tiling,Tiling,0,62,completed,busy,89
3,Gravel base layer,Gravel,0,34,completed,available,89
3,Partition phase 1,Partition,0,55,completed,busy,89
3,Partition phase 2,Partition,0,51,completed,busy,89
3,Partition phase 3,Partition,0,32,completed,busy,89
3,Pipes in the floor,Plumbing,0,69,completed,available,89
3,Pipes in the wall,Plumbing,0,37,completed,available,89
3,Wall tiling,Tiling,290,27,pending,busy,89
3,Electric conduits in the floor,Electricity,0,51,completed,available,90
3,Electric conduits in the wall,Electricity,0,41,completed,available,90
3,Floor tiling,Tiling,0,62,completed,busy,90
3,Gravel base layer,Gravel,0,34,completed,available,90
3,Partition phase 1,Partition,0,55,completed,busy,90
3,Partition phase 2,Partition,0,51,completed,busy,90
3,Partition phase 3,Partition,0,32,completed,busy,90
3,Pipes in the floor,Plumbing,0,69,completed,available,90
3,Pipes in the wall,Plumbing,0,37,completed,available,90
1,Wall tiling,Tiling,209,27,in_progress,busy,59
3,Electric conduits in the floor,Electricity,0,51,completed,available,91
3,Electric conduits in the wall,Electricity,0,41,completed,available,91
3,Floor tiling,Tiling,0,62,completed,busy,91
3,Gravel base layer,Gravel,0,34,completed,available,91
3,Partition phase 1,Partition,0,55,completed,busy,91
3,Partition phase 2,Partition,0,51,completed,busy,91
3,Partition phase 3,Partition,0,32,completed,busy,91
3,Pipes in the floor,Plumbing,0,69,completed,available,91
3,Pipes in the wall,Plumbing,0,37,completed,available,91
3,Electric conduits in the wall,Electricity,98,41,in_progress,busy,59
3,Electric conduits in the floor,Electricity,0,51,completed,available,92
3,Electric conduits in the wall,Electricity,0,41,completed,available,92
3,Floor tiling,Tiling,0,62,completed,busy,92
3,Gravel base layer,Gravel,0,34,completed,available,92
3,Partition phase 1,Partition,0,55,completed,busy,92
3,Partition phase 2,Partition,0,51,completed,busy,92
3,Partition phase 3,Partition,0,32,completed,busy,92
3,Pipes in the floor,Plumbing,0,69,completed,available,92
3,Pipes in the wall,Plumbing,0,37,completed,available,92
4,Partition phase 1,Partition,420,55,in_progress,busy,59
3,Electric conduits in the floor,Electricity,0,51,completed,available,93
3,Electric conduits in the wall,Electricity,0,41,completed,available,93
3,Floor tiling,Tiling,0,62,completed,busy,93
3,Gravel base layer,Gravel,0,34,completed,available,93
3,Partition phase 1,Partition,0,55,completed,busy,93
3,Partition phase 2,Partition,0,51,completed,busy,93
3,Partition phase 3,Partition,0,32,completed,busy,93
3,Pipes in the floor,Plumbing,0,69,completed,available,93
3,Pipes in the wall,Plumbing,0,37,completed,available,93
1,Wall tiling,Tiling,182,27,in_progress,busy,60
3,Electric conduits in the floor,Electricity,0,51,completed,available,94
3,Electric conduits in the wall,Electricity,0,41,completed,available,94
3,Floor tiling,Tiling,0,62,completed,busy,94
3,Gravel base layer,Gravel,0,34,completed,available,94
3,Partition phase 1,Partition,0,55,completed,busy,94
3,Partition phase 2,Partition,0,51,completed,busy,94
3,Partition phase 3,Partition,0,32,completed,busy,94
3,Pipes in the floor,Plumbing,0,69,completed,available,94
3,Pipes in the wall,Plumbing,0,37,completed,available,94
3,Electric conduits in the wall,Electricity,57,41,in_progress,busy,60
3,Electric conduits in the floor,Electricity,0,51,completed,available,95
3,Electric conduits in the wall,Electricity,0,41,completed,available,95
3,Floor tiling,Tiling,0,62,completed,busy,95
3,Gravel base layer,Gravel,0,34,completed,available,95
3,Partition phase 1,Partition,0,55,completed,busy,95
3,Partition phase 2,Partition,0,51,completed,busy,95
3,Partition phase 3,Partition,0,32,completed,busy,95
3,Pipes in the floor,Plumbing,0,69,completed,available,95
3,Pipes in the wall,Plumbing,0,37,completed,available,95
4,Partition phase 1,Partition,365,55,in_progress,busy,60
3,Electric conduits in the floor,Electricity,0,51,completed,available,96
3,Electric conduits in the wall,Electricity,0,41,completed,available,96
3,Floor tiling,Tiling,0,62,completed,busy,96
3,Gravel base layer,Gravel,0,34,completed,available,96
3,Partition phase 1,Partition,0,55,completed,busy,96
3,Partition phase 2,Partition,0,51,completed,busy,96
3,Partition phase 3,Partition,0,32,completed,busy,96
3,Pipes in the floor,Plumbing,0,69,completed,busy,96
3,Pipes in the wall,Plumbing,0,37,completed,busy,96
1,Wall tiling,Tiling,155,27,in_progress,busy,61
3,Electric conduits in the floor,Electricity,0,51,completed,available,97
3,Electric conduits in the wall,Electricity,0,41,completed,available,97
3,Floor tiling,Tiling,0,62,completed,busy,97
3,Gravel base layer,Gravel,0,34,completed,available,97
3,Partition phase 1,Partition,0,55,completed,busy,97
3,Partition phase 2,Partition,0,51,completed,busy,97
3,Partition phase 3,Partition,0,32,completed,busy,97
3,Pipes in the floor,Plumbing,0,69,completed,busy,97
3,Pipes in the wall,Plumbing,0,37,completed,busy,97
3,Electric conduits in the wall,Electricity,16,41,in_progress,busy,61
3,Electric conduits in the floor,Electricity,0,51,completed,available,98
3,Electric conduits in the wall,Electricity,0,41,completed,available,98
3,Floor tiling,Tiling,0,62,completed,busy,98
3,Gravel base layer,Gravel,0,34,completed,available,98
3,Partition phase 1,Partition,0,55,completed,busy,98
3,Partition phase 2,Partition,0,51,completed,busy,98
3,Partition phase 3,Partition,0,32,completed,busy,98
3,Pipes in the floor,Plumbing,0,69,completed,busy,98
3,Pipes in the wall,Plumbing,0,37,completed,busy,98
4,Partition phase 1,Partition,310,55,in_progress,busy,61
3,Electric conduits in the floor,Electricity,0,51,completed,available,99
3,Electric conduits in the wall,Electricity,0,41,completed,available,99
3,Floor tiling,Tiling,0,62,completed,busy,99
3,Gravel base layer,Gravel,0,34,completed,available,99
3,Partition phase 1,Partition,0,55,completed,busy,99
3,Partition phase 2,Partition,0,51,completed,busy,99
3,Partition phase 3,Partition,0,32,completed,busy,99
3,Pipes in the floor,Plumbing,0,69,completed,busy,99
3,Pipes in the wall,Plumbing,0,37,completed,busy,99
1,Wall tiling,Tiling,128,27,in_progress,busy,62
3,Electric conduits in the floor,Electricity,0,51,completed,available,100
3,Electric conduits in the wall,Electricity,0,41,completed,available,100
3,Floor tiling,Tiling,0,62,completed,busy,100
3,Gravel base layer,Gravel,0,34,completed,available,100
3,Partition phase 1,Partition,0,55,completed,busy,100
3,Partition phase 2,Partition,0,51,completed,busy,100
3,Partition phase 3,Partition,0,32,completed,busy,100
3,Pipes in the floor,Plumbing,0,69,completed,busy,100
3,Pipes in the wall,Plumbing,0,37,completed,busy,100
4,Partition phase 1,Partition,255,55,in_progress,busy,62
3,Electric conduits in the floor,Electricity,0,51,completed,available,101
3,Electric conduits in the wall,Electricity,0,41,completed,available,101
3,Floor tiling,Tiling,0,62,completed,available,101
3,Gravel base layer,Gravel,0,34,completed,available,101
3,Partition phase 1,Partition,0,55,completed,busy,101
3,Partition phase 2,Partition,0,51,completed,busy,101
3,Partition phase 3,Partition,0,32,completed,busy,101
3,Pipes in the floor,Plumbing,0,69,completed,busy,101
3,Pipes in the wall,Plumbing,0,37,completed,busy,101
3,Wall tiling,Tiling,0,27,completed,available,101
3,Electric conduits in the floor,Electricity,0,51,completed,available,102
3,Electric conduits in the wall,Electricity,0,41,completed,available,102
